Date,Region,Magnitude,Depth,Latitude,Longitude
14/07/2023,Afghanistan-Tajikistan Border Region,5.1,160,36.17,71.56
14/07/2023,"Hindu Kush Region,Afghanistan",3.5,206,36.57,70.58
14/07/2023,Afghanistan-Tajikistan Border Region,3.6,130,37.33,71.95
14/07/2023,Southwestern Kashmir,2.6,8,34.03,74.17
14/07/2023,Tajikistan-Xinjiang Border Region,3.5,105,38.28,73.18
13/07/2023,Afghanistan-Tajikistan Border Region,5.0,217,36.51,71.35
13/07/2023,Afghanistan-Tajikistan Border Region,3.1,162,37.08,71.67
13/07/2023,"Hindu Kush Region,Afghanistan",3.5,100,36.32,70.93
13/07/2023,Afghanistan-Tajikistan Border Region,3.4,190,36.47,71.18
13/07/2023,Tajikistan-Xinjiang Border Region,3.4,150,38.34,73.24
12/07/2023,Afghanistan-Tajikistan Border Region,4.0,103,36.09,71.51
12/07/2023,22km NE of Besham,3.0,75,35.12,72.8
10/07/2023,"Hindu Kush Region,Afghanistan",3.8,160,36.68,70.81
10/07/2023,Kashmir-India Border Region,5.3,19,32.98,75.86
07/07/2023,Tajikistan-Xinjiang Border Region,4.7,134,37.6,74.91
07/07/2023,Tajikistan-Xinjiang Border Region,3.7,20,38.16,73.75
07/07/2023,Kashmir-Xizang Border Region,3.6,60,32.68,78.74
06/07/2023,"89km West of Zhob, Balochistan",2.8,249,31.36,68.5
06/07/2023,Kashmir-India Border Region,4.6,15,32.23,76.14
06/07/2023,Afghanistan-Tajikistan Border Region,3.5,232,36.53,71.24
06/07/2023,Tajikistan,3.4,157,37.61,72.42
06/07/2023,Afghanistan-Tajikistan Border Region,4.5,137,37.31,71.84
06/07/2023,Tajikistan,4.0,10,37.76,73.66
05/07/2023,"Hindu Kush Region,Afghanistan",3.9,101,36.17,70.51
04/07/2023,"Hindu Kush Region,Afghanistan",3.5,40,36.09,70.65
04/07/2023,Tajikistan-Xinjiang Border Region,3.9,80,37.52,74.16
04/07/2023,"Hindu Kush Region,Afghanistan",3.9,120,36.62,70.53
04/07/2023,"Hindu Kush Region,Afghanistan",4.9,143,36.18,70.62
04/07/2023,"Southern Xinjiang, China",5.2,10,38.61,76.49
29/06/2023,Afghanistan-Tajikistan Border Region,3.8,337,36.48,71.3
29/06/2023,Northwestern Afghanistan,3.4,23,36.1,73.8
29/06/2023,Afghanistan-Tajikistan Border Region,5.4,171,37.19,71.86
29/06/2023,Tajikistan,4.7,162,37.35,73.38
29/06/2023,Kashmir-Xizang Border Region,4.0,45,35.24,79.16
28/06/2023,Tajikistan-Xinjiang Border Region,3.8,85,38.19,73.31
28/06/2023,Iran-Iraq Border Region,4.8,12,32.32,47.34
28/06/2023,Tajikistan,4.0,113,37.34,72.03
28/06/2023,Afghanistan-Tajikistan Border Region,4.2,190,37.28,71.61
28/06/2023,Northwestern Kashmir,2.4,3,35.05,73.61
27/06/2023,Afghanistan-Tajikistan Border Region,4.2,183,37.24,71.84
27/06/2023,Southeastern Afghanistan,4.0,105,34.42,70.48
27/06/2023,Afghanistan-Tajikistan Border Region,6.3,157,36.55,71.44
26/06/2023,Afghanistan-Tajikistan Border Region,4.6,136,37.24,71.81
26/06/2023,Southwestern Kashmir,3.3,50,33.99,74.71
26/06/2023,Tajikistan,4.0,172,37.28,72.14
26/06/2023,Afghanistan-Tajikistan Border Region,4.9,152,36.48,71.12
25/06/2023,Tajikistan-Xinjiang Border Region,4.2,50,38.37,73.86
25/06/2023,Southeastern Afghanistan,5.2,140,34.48,69.11
25/06/2023,"Hindu Kush Region,Afghanistan",4.7,162,36.45,70.41
25/06/2023,55 Km SE of Kharan,4.2,32,28.39,65.99
25/06/2023,Southeastern Afghanistan,3.6,170,34.38,69.11
24/06/2023,17 Km North of Batgram,3.2,25,34.83,73.01
24/06/2023,Tajikistan,3.6,150,37.46,72.14
24/06/2023,Eastern Kashmir,3.6,54,35.52,75.68
23/06/2023,Southeastern Afghanistan,3.1,110,34.54,70.45
23/06/2023,Afghanistan-Tajikistan Border Region,3.7,171,36.83,71.81
23/06/2023,Tajikistan,4.0,130,40.04,70.6
23/06/2023,Afghanistan-Tajikistan Border Region,4.0,70,36.55,71.06
22/06/2023,Afghanistan-Tajikistan Border Region,3.9,138,36.74,71.26
22/06/2023,"Hindu Kush Region,Afghanistan",4.2,124,36.44,70.96
22/06/2023,"Hindu Kush Region,Afghanistan",3.5,125,36.35,70.97
21/06/2023,Tajikistan,4.5,110,39.38,71.74
21/06/2023,Tajikistan-Xinjiang Border Region,4.4,145,38.03,73.31
21/06/2023,Northwestern Kashmir,3.3,15,35.82,73.75
21/06/2023,Southern Iran,4.9,15,27.93,56.09
21/06/2023,Afghanistan-Tajikistan Border Region,3.7,187,36.51,71.0
20/06/2023,Northwestern afghanistan,3.8,70,35.55,71.15
20/06/2023,Afghanistan-Tajikistan Border Region,3.6,210,36.81,71.39
20/06/2023,Afghanistan-Tajikistan Border Region,4.1,150,36.19,71.28
20/06/2023,Southeastern Afghanistan,4.2,90,34.32,68.65
20/06/2023,"Hindu Kush Region,Afghanistan",3.9,150,36.02,70.6
19/06/2023,"Near Shinkiari, KPK",3.5,23,34.47,73.28
19/06/2023,"Hindu Kush Region,Afghanistan",3.8,290,36.48,67.78
19/06/2023,Northwestern Kashmir,2.9,11,35.21,74.08
19/06/2023,Tajikistan,4.4,70,38.13,72.89
19/06/2023,Eastern Kashmir,3.8,30,38.86,77.42
18/06/2023,"Hindu Kush Region,Afghanistan",3.5,201,36.6,70.74
18/06/2023,"Southern Xinjiang, China",4.5,11,38.76,76.98
18/06/2023,Kashmir-Xizang Border Region,4.5,43,36.27,76.94
17/06/2023,Kashmir-India Border Region,4.8,21,32.73,76.11
17/06/2023,Afghanistan-Tajikistan Border Region,3.7,155,37.37,71.84
17/06/2023,Kashmir-Xizang Border Region,3.9,35,36.92,76.13
17/06/2023,Kashmir-Xizang Border Region,4.6,80,35.45,80.06
17/06/2023,Kashmir-India Border Region,4.6,20,32.96,76.09
17/06/2023,Kashmir-Xizang Border Region,4.7,35,35.82,79.72
17/06/2023,Turkey Iran Border Region,4.5,12,38.52,44.92
17/06/2023,Afghanistan-Tajikistan Border Region,3.9,165,36.62,71.1
17/06/2023,Near Taxila,2.3,15,33.72,72.83
17/06/2023,Kashmir-India Border Region,3.5,25,32.98,75.32
17/06/2023,Tajikistan,4.5,118,38.07,72.68
16/06/2023,Tajikistan,4.2,92,37.95,73.83
16/06/2023,Tajikistan,3.3,141,37.44,72.22
16/06/2023,Tajikistan,3.3,128,37.51,72.22
16/06/2023,India-Bangladesh Border Region,4.9,19,25.72,91.33
16/06/2023,India-Bangladesh Border Region,4.8,22,24.71,91.97
16/06/2023,Tajikistan,3.8,124,39.2,70.24
16/06/2023,Afghanistan-Tajikistan Border Region,3.5,126,36.87,71.79
15/06/2023,Tajikistan,3.4,174,37.52,72.23
15/06/2023,Tajikistan-Xinjiang Border Region,3.4,135,38.23,74.14
15/06/2023,Tajikistan-Xinjiang Border Region,3.1,89,38.41,73.54
14/06/2023,Afghanistan-Tajikistan Border Region,3.7,142,36.78,71.42
14/06/2023,"Hindu Kush Region,Afghanistan",3.3,180,36.93,70.9
14/06/2023,Kashmir-India Border Region,4.3,16,32.85,75.89
14/06/2023,Eastern Kashmir,3.7,15,33.08,75.72
14/06/2023,Kashmir-India Border Region,4.5,40,32.5,76.19
13/06/2023,Eastern Kashmir,4.9,35,33.08,75.81
13/06/2023,"Southern Xinjiang, China",4.8,14,41.82,80.9
13/06/2023,25 Km South of Kharan,3.9,22,28.35,65.44
11/06/2023,Afghanistan-Tajikistan Border Region,3.4,191,36.5,71.06
11/06/2023,Afghanistan-Tajikistan Border Region,4.3,230,36.77,72.14
10/06/2023,Afghanistan-Tajikistan Border Region,4.0,206,36.5,71.26
10/06/2023,Afghanistan-Tajikistan Border Region,3.9,110,36.17,71.29
10/06/2023,Tajikistan,3.3,112,37.1,72.58
10/06/2023,Afghanistan-Tajikistan Border Region,4.0,93,37.51,71.81
10/06/2023,Afghanistan-Tajikistan Border Region,3.5,122,36.28,71.2
10/06/2023,Tajikistan,3.8,210,37.76,73.02
10/06/2023,Afghanistan-Tajikistan Border Region,4.1,230,38.67,70.93
10/06/2023,"Hindu Kush Region,Afghanistan",3.3,94,36.69,70.82
10/06/2023,"Hindu Kush Region,Afghanistan",3.6,74,36.02,68.81
10/06/2023,Afghanistan-Tajikistan Border Region,4.0,110,36.47,71.12
09/06/2023,"Hindu Kush Region,Afghanistan",3.1,162,36.12,69.64
09/06/2023,Afghanistan-Tajikistan Border Region,3.6,186,36.53,71.05
09/06/2023,Tajikistan-Xinjiang Border Region,3.4,67,38.03,73.78
09/06/2023,"Hindu Kush Region,Afghanistan",4.8,132,36.59,70.93
09/06/2023,Afghanistan-Tajikistan Border Region,4.0,85,36.53,71.3
09/06/2023,Tajikistan,4.5,113,37.95,73.75
09/06/2023,50 Km SW of Peshawar,4.5,4,33.79,71.1
08/06/2023,Afghanistan-Tajikistan Border Region,3.4,202,36.72,71.18
08/06/2023,Southwestern Kashmir,3.3,15,34.25,74.42
08/06/2023,"Xizang, China",4.4,10,33.04,84.69
08/06/2023,Afghanistan-Tajikistan Border Region,4.4,187,36.62,71.05
08/06/2023,"Southern Xinjiang, China",4.0,162,39.65,72.21
08/06/2023,Kashmir-India Border Region,4.1,60,32.74,77.16
08/06/2023,Afghanistan-Tajikistan Border Region,3.6,229,36.79,71.42
07/06/2023,Afghanistan-Tajikistan Border Region,2.9,138,36.58,70.71
06/06/2023,110 Km NW of Shahdadkot,4.2,7,38.35,66.9
06/06/2023,"Hindu Kush Region,Afghanistan",3.7,178,36.24,70.99
06/06/2023,"Hindu Kush Region,Afghanistan",3.7,171,36.62,70.52
06/06/2023,20 Km East of Haripur,2.2,7,33.94,73.15
06/06/2023,Afghanistan-Tajikistan Border Region,4.3,89,36.77,71.36
05/06/2023,Tajikistan,4.7,139,37.81,72.32
05/06/2023,Tajikistan,4.5,150,37.36,72.24
04/06/2023,Afghanistan-Tajikistan Border Region,3.9,212,36.71,71.12
04/06/2023,Tajikistan-Xinjiang Border Region,4.4,130,38.2,74.17
04/06/2023,Afghanistan-Tajikistan Border Region,3.4,231,36.04,72.38
04/06/2023,Western Iran,4.5,10,34.14,46.76
04/06/2023,Afghanistan-Tajikistan Border Region,4.0,107,36.34,71.36
04/06/2023,Afghanistan-Tajikistan Border Region,4.5,101,37.4,71.9
03/06/2023,42 Km SE of Wana,3.6,20,31.97,69.82
03/06/2023,"Hindu Kush Region,Afghanistan",3.5,85,35.95,69.48
03/06/2023,"Hindu Kush Region,Afghanistan",3.7,136,36.7,70.93
02/06/2023,Afghanistan-Tajikistan Border Region,3.9,140,37.87,71.74
02/06/2023,Afghanistan-Tajikistan Border Region,3.8,75,36.83,71.08
02/06/2023,"Near Kamra, Attock",2.0,10,33.83,72.71
02/06/2023,Afghanistan-Tajikistan Border Region,3.9,80,37.33,71.76
02/06/2023,"Southern Xizang, China",3.2,122,38.19,75.24
01/06/2023,Kashmir-Xizang Border Region,3.3,45,36.46,76.17
31/05/2023,Afghanistan-Tajikistan Border Region,3.5,170,36.91,71.3
31/05/2023,"Hindu Kush Region,Afghanistan",3.9,150,36.31,69.84
30/05/2023,"Hindu Kush Region,Afghanistan",3.4,192,36.48,70.4
29/05/2023,"Hindu Kush Region,Afghanistan",4.4,185,35.36,69.16
29/05/2023,Southeastern Afghanistan,3.6,150,34.04,70.42
29/05/2023,Kashmir-Xizang Border Region,4.0,20,36.4,76.62
29/05/2023,Northern India,4.7,84,26.88,92.29
28/05/2023,Southeastern Afghanistan,3.4,113,34.14,70.33
28/05/2023,Afghanistan-Tajikistan Border Region,4.4,139,36.34,71.67
28/05/2023,Northwestern Kashmir,3.2,10,35.56,74.93
28/05/2023,Southeastern Afghanistan,3.4,122,34.09,70.41
28/05/2023,Southeastern Afghanistan,5.0,115,34.56,70.53
28/05/2023,Southeastern Afghanistan,3.5,116,34.18,70.23
28/05/2023,"Hindu Kush Region,Afghanistan",3.9,173,36.48,70.38
28/05/2023,Afghanistan-Tajikistan Border Region,5.1,224,36.6,71.05
28/05/2023,"Hindu Kush Region,Afghanistan",3.4,134,36.54,70.42
27/05/2023,Afghanistan-Tajikistan Border Region,3.5,162,36.85,71.64
27/05/2023,"Hindu Kush Region,Afghanistan",3.5,163,36.39,70.47
27/05/2023,Afghanistan-Tajikistan Border Region,4.6,196,37.01,71.31
27/05/2023,"Southern Xinjiang, China",4.5,405,39.29,75.02
27/05/2023,Afghanistan-Tajikistan Border Region,3.6,143,37.16,70.59
27/05/2023,28 Km NE of Balakot,2.6,82,34.69,73.61
27/05/2023,19 Km South of Saidu sharif,2.9,8,34.59,72.43
27/05/2023,13 Km SW of Saidu sharif,3.0,4,34.66,72.3
27/05/2023,25 Km South of Swat City,3.1,6,34.55,72.36
27/05/2023,36 Km South of Kalam,2.5,7,35.16,72.52
26/05/2023,"Hindu Kush Region,Afghanistan",3.6,115,36.94,70.51
26/05/2023,"Southern Xinjiang, China",5.0,194,39.91,74.79
26/05/2023,Tajikistan-Xinjiang Border Region,4.9,90,38.1,73.92
26/05/2023,Tajikistan,3.8,149,37.66,72.4
25/05/2023,Afghanistan-Tajikistan Border Region,3.7,140,36.91,71.56
25/05/2023,Afghanistan-Tajikistan Border Region,3.7,95,36.34,71.22
25/05/2023,"Hindu Kush Region,Afghanistan",3.7,162,36.48,70.97
25/05/2023,Afghanistan-Tajikistan Border Region,4.4,115,37.11,71.44
25/05/2023,Afghanistan-Tajikistan Border Region,4.0,184,36.44,71.69
25/05/2023,"Hindu Kush Region,Afghanistan",4.4,83,36.02,67.24
24/05/2023,Afghanistan-Tajikistan Border Region,3.7,101,36.47,71.14
24/05/2023,Afghanistan-Tajikistan Border Region,3.8,127,37.39,74.64
24/05/2023,Afghanistan-Tajikistan Border Region,4.1,80,36.39,71.24
24/05/2023,11 Km North of Kohala,2.6,14,34.19,73.5
23/05/2023,Northern China,4.5,170,42.04,82.1
23/05/2023,Afghanistan-Tajikistan Border Region,4.7,85,36.41,71.29
23/05/2023,Afghanistan-Tajikistan Border Region,4.0,153,36.29,72.15
22/05/2023,Northwestern Iran,4.6,41,37.84,45.59
22/05/2023,Afghanistan-Tajikistan Border Region,5.2,95,36.35,71.19
22/05/2023,Myanmar,4.7,11,26.24,97.88
21/05/2023,Turkmenistan-Iran Border Region,4.8,112,36.2,60.76
21/05/2023,Afghanistan-Tajikistan Border Region,3.9,130,36.75,71.34
21/05/2023,Afghanistan-Tajikistan Border Region,3.4,139,36.55,71.48
21/05/2023,60 Km NE of Mansehra,2.8,4,34.77,73.55
21/05/2023,Afghanistan-Tajikistan Border Region,4.5,100,37.33,71.87
21/05/2023,"Southern Xinjiang, China",4.6,139,38.1,75.52
20/05/2023,Afghanistan-Tajikistan Border Region,3.7,100,36.04,72.32
20/05/2023,Southeastern Afghanistan,3.3,115,34.71,68.28
20/05/2023,"Hindu Kush Region,Afghanistan",3.6,139,36.53,70.86
19/05/2023,Afghanistan-Tajikistan Border Region,3.3,177,36.71,71.42
19/05/2023,"Hindu Kush Region,Afghanistan",4.3,196,36.69,69.62
18/05/2023,18 Km East of Parachinar,4.1,9,33.9,70.29
18/05/2023,Afghanistan-Tajikistan Border Region,4.6,119,37.37,71.95
18/05/2023,Afghanistan-Tajikistan Border Region,3.6,140,37.16,71.81
16/05/2023,Tajikistan-Xinjiang Border Region,4.7,241,37.49,71.98
16/05/2023,Afghanistan-Tajikistan Border Region,4.8,116,36.31,71.22
15/05/2023,Tajikistan,4.5,110,38.31,72.95
15/05/2023,Tajikistan,3.5,120,37.38,72.12
15/05/2023,Afghanistan-Tajikistan Border Region,3.8,202,36.57,71.26
14/05/2023,Afghanistan-Tajikistan Border Region,4.0,101,37.4,71.88
14/05/2023,Afghanistan-Tajikistan Border Region,4.5,121,37.19,71.53
14/05/2023,Afghanistan-Tajikistan Border Region,3.5,90,36.46,71.23
14/05/2023,Southeastern Afghanistan,4.5,188,33.53,69.23
14/05/2023,Afghanistan-Tajikistan Border Region,4.1,129,37.18,71.95
14/05/2023,Afghanistan-Tajikistan Border Region,3.7,183,36.64,71.33
14/05/2023,Afghanistan-Tajikistan Border Region,3.7,159,37.18,71.96
13/05/2023,Southeastern Afghanistan,3.7,150,34.12,68.62
13/05/2023,Afghanistan-Tajikistan Border Region,3.7,126,36.28,71.02
13/05/2023,Tajikistan,4.4,115,37.84,72.34
12/05/2023,Afghanistan-Tajikistan Border Region,4.0,196,36.51,71.24
11/05/2023,140 Km North of Khar,3.8,277,35.95,71.12
11/05/2023,Afghanistan-Tajikistan Border Region,3.8,120,36.99,71.89
11/05/2023,"Sichuan, China",5.0,14,29.59,101.98
11/05/2023,Afghanistan-Tajikistan Border Region,4.2,171,36.51,71.05
11/05/2023,Tajikistan,4.3,98,39.63,70.24
11/05/2023,"Hindu Kush Region,Afghanistan",5.5,117,36.39,70.0
09/05/2023,Tajikistan-Xinjiang Border Region,4.7,71,38.16,73.75
09/05/2023,Tajikistan,4.0,230,37.26,72.37
08/05/2023,"Southern Xinjiang, China",4.3,120,38.76,75.83
08/05/2023,Southwestern Kashmir,3.7,8,34.1,74.81
07/05/2023,10 Km SE of Garhi Habibullah,3.2,11,34.37,73.49
07/05/2023,Tajikistan-Xinjiang Border Region,4.3,196,37.79,75.66
07/05/2023,"67 Km SE of Kharan, Balochistan",5.1,45,28.01,65.71
07/05/2023,Afghanistan-Tajikistan Border Region,4.4,118,36.92,71.12
06/05/2023,Southeastern Afghanistan,3.2,140,34.66,70.37
06/05/2023,20 Km SE of Kalam,2.9,32,35.39,72.77
06/05/2023,Afghanistan-Tajikistan Border Region,4.1,123,36.38,71.33
06/05/2023,"Hindu Kush Region,Afghanistan",3.8,140,36.38,39.12
05/05/2023,37 Km SE of Sibi,3.5,5,39.24,67.71
05/05/2023,Afghanistan-Tajikistan Border Region,3.6,123,37.23,69.32
05/05/2023,"Hindu Kush Region,Afghanistan",4.1,103,35.3,70.1
04/05/2023,Southeastern Afghanistan,3.1,119,34.14,70.66
03/05/2023,"Hindu Kush Region,Afghanistan",6.1,196,36.23,70.84
03/05/2023,Afghanistan-Tajikistan Border Region,5.3,223,36.43,71.06
03/05/2023,23 Km NW of Balakot,3.1,25,34.74,73.48
02/05/2023,Tajikistan,4.2,140,38.03,72.49
02/05/2023,Afghanistan-Tajikistan Border Region,4.3,23,37.26,70.65
02/05/2023,Afghanistan-Tajikistan Border Region.,5.3,307,37.51,70.81
02/05/2023,Afghanistan-Tajikistan Border Region,3.2,172,37.24,69.52
02/05/2023,Afghanistan-Tajikistan Border Region,4.5,162,36.97,71.16
30/04/2023,"27 km NE of Mardan , KPk",3.1,24,34.38,72.24
30/04/2023,"Hindu Kush Region,Afghanistan",4.3,115,36.6,70.6
30/04/2023,"Hindu Kush Region,Afghanistan",4.3,115,36.6,70.6
30/04/2023,"Hindu Kush Region,Afghanistan",4.3,116,36.37,70.72
30/04/2023,"Hindu Kush Region,Afghanistan",4.3,116,36.37,70.72
30/04/2023,Mayanmar,4.9,116,22.92,94.49
30/04/2023,"Hindu Kush Region,Afghanistan",4.8,188,36.79,70.59
30/04/2023,"Hindu Kush Region,Afghanistan",4.8,188,36.79,70.59
29/04/2023,Northwestern Kashmir,4.2,118,35.02,73.78
29/04/2023,Northwestern Kashmir,4.2,28,35.02,73.78
29/04/2023,"Hindu Kush Region,Afghanistan",4.0,141,36.51,70.91
29/04/2023,"Hindu Kush Region,Afghanistan",4.0,141,36.51,70.91
29/04/2023,"134 km NE of Nok Kundi, Balochistan",4.9,35,29.66,63.76
29/04/2023,Southwestern Pakistan,4.9,54,29.66,63.76
28/04/2023,Northwestern Kashmir,3.7,16,36.44,73.68
27/04/2023,Turkmenistan-Iran Border Region,4.6,210,36.18,59.34
27/04/2023,Nepal,5.1,3,29.61,81.64
27/04/2023,Southeastern Afghanistan,4.0,126,30.01,65.03
27/04/2023,Southwestern Kashmir,4.5,10,27.89,55.26
27/04/2023,Southern Iran,4.5,35,27.89,55.26
27/04/2023,Afghanistan-Tajikistan Border Region,4.1,114,37.19,71.86
27/04/2023,Afghanistan-Tajikistan Border Region,3.3,135,36.79,71.17
26/04/2023,Afghanistan-Tajikistan Border Region,3.1,140,36.18,72.27
26/04/2023,Southwestern Kashmir,3.1,14,34.0,74.42
24/04/2023,Tajikistan,3.6,169,37.46,72.82
23/04/2023,Tajikistan,5.0,135,38.56,68.22
23/04/2023,28 Km NW of Multan,4.8,10,30.4,71.65
23/04/2023,20 Km NW of multan,5.1,2,30.28,71.27
23/04/2023,"Hindu Kush Region,Afghanistan",4.8,151,35.16,69.78
23/04/2023,Afghanistan-Tajikistan Border Region,3.4,132,36.23,71.12
22/04/2023,"Hindu Kush Region,Afghanistan",3.5,107,36.27,70.58
22/04/2023,Afghanistan-Tajikistan Border Region,3.5,105,37.05,71.69
21/04/2023,Afghanistan-Tajikistan Border Region,3.1,218,36.35,72.06
20/04/2023,Afghanistan-Tajikistan Border Region,3.5,238,36.72,72.05
20/04/2023,Southwestern Kashmir,3.0,9,34.51,74.08
20/04/2023,Afghanistan-Tajikistan Border Region,4.2,218,36.24,71.13
19/04/2023,10 Km West of Chitral,2.9,21,35.84,71.67
19/04/2023,48 Km North of Bisham,2.9,31,35.34,72.7
19/04/2023,Tajikistan-Xinjiang Border Region,4.1,180,37.9,74.44
19/04/2023,Northwestern Kashmir,4.2,10,36.9,73.6
19/04/2023,Southeastern Afghanistan,3.5,121,33.84,69.82
18/04/2023,Southeastern Afghanistan,4.5,107,34.42,70.84
18/04/2023,70 Km SW of Noshki,3.9,8,29.08,65.53
18/04/2023,Afghanistan-Tajikistan Border Region,3.9,241,36.48,71.63
15/04/2023,South of Indian Ocean,4.9,10,34.03,56.47
14/04/2023,"Hindu Kush Region,Afghanistan",4.5,178,36.78,70.93
14/04/2023,South Indian Ocean,6.9,12,29.75,66.21
14/04/2023,"Hindu Kush Region,Afghanistan",4.5,109,36.09,69.64
14/04/2023,"Hindu Kush Region,Afghanistan",3.3,165,35.93,70.63
13/04/2023,Eastern Kashmir,3.8,13,37.72,78.56
13/04/2023,27 Km SE of Saidu sharif,3.1,11,34.68,72.68
13/04/2023,Afghanistan-Tajikistan Border Region,3.7,75,36.68,71.48
13/04/2023,Afghanistan-Tajikistan Border Region,3.4,130,37.03,71.45
13/04/2023,36 Km NW of Drosh,3.8,267,35.73,71.43
12/04/2023,Afghanistan-Tajikistan Border Region,4.0,114,36.3,72.24
12/04/2023,Afghanistan-Tajikistan Border Region,3.5,238,36.07,71.24
12/04/2023,South Indian Ocean,5.0,10,-0.99,89.36
12/04/2023,Afghanistan-Tajikistan Border Region,4.8,278,36.13,71.24
12/04/2023,65 Km East of Chitral,4.4,80,35.98,72.56
12/04/2023,123 Km NW of Timargara,3.7,228,35.87,71.06
11/04/2023,"Southern Xinjiang, China",4.2,190,37.61,78.38
11/04/2023,Tajikistan,3.6,251,37.12,72.0
11/04/2023,Afghanistan-Tajikistan Border Region,4.7,122,37.03,71.96
11/04/2023,"Hindu Kush Region,Afghanistan",5.2,178,35.55,68.95
11/04/2023,"Hindu Kush Region,Afghanistan",5.4,191,36.49,70.85
10/04/2023,42 Km SW of Mastung,3.6,15,29.48,66.56
10/04/2023,Afghanistan-Tajikistan Border Region,4.3,85,36.88,71.31
09/04/2023,"Hindu Kush Region,Afghanistan",3.9,194,36.83,70.97
09/04/2023,Afghanistan-Tajikistan Border Region,3.7,121,37.14,71.78
09/04/2023,63 Km West of Zhob,3.2,26,31.29,68.78
09/04/2023,"Hindu Kush Region,Afghanistan",3.9,166,36.54,70.91
09/04/2023,Afghanistan-Tajikistan Border Region,3.2,190,36.91,72.47
09/04/2023,Afghanistan-Tajikistan Border Region,4.6,116,36.55,71.06
09/04/2023,Afghanistan-Tajikistan Border Region,2.7,268,36.02,71.95
09/04/2023,Tajikistan-Xinjiang Border Region,3.7,80,38.55,73.66
08/04/2023,Southeastern Afghanistan,4.5,68,34.53,70.54
07/04/2023,"Southern Xinjiang, China",5.1,10,41.93,81.85
07/04/2023,"Hindu Kush Region,Afghanistan",3.9,164,36.13,70.54
07/04/2023,"23 Km SW of Pishin, Balochistan",3.3,8,30.71,67.19
07/04/2023,Afghanistan-Tajikistan Border Region,3.9,159,36.0,71.06
04/04/2023,Tajikistan,5.3,169,37.67,73.56
03/04/2023,Tajikistan-Xinjiang Border Region,4.0,120,38.49,73.66
02/04/2023,Afghanistan-Tajikistan Border Region,4.6,85,37.37,71.37
02/04/2023,Afghanistan-Tajikistan Border Region,4.1,109,36.99,71.19
02/04/2023,Turkmenistan-Iran Border Region,4.0,10,37.37,55.08
01/04/2023,Tajikistan,4.2,130,37.63,72.48
01/04/2023,Afghanistan-Tajikistan Border Region,3.6,112,37.29,70.19
01/04/2023,Afghanistan-Tajikistan Border Region,3.4,101,36.22,71.19
01/04/2023,Southern Iran,5.1,10,27.25,53.07
01/04/2023,Kashmir-Xizang Border Region,4.6,50,36.68,78.22
01/04/2023,Nepal,4.5,10,28.08,85.96
31/03/2023,"Hindu Kush Region,Afghanistan",3.6,226,36.39,70.99
31/03/2023,Tajikistan,3.6,158,37.47,72.22
31/03/2023,Kashmir-Xizang Border Region,3.7,140,36.78,76.6
31/03/2023,"Hindu Kush Region,Afghanistan",3.8,191,36.56,70.95
31/03/2023,Afghanistan-Tajikistan Border Region,3.4,159,36.35,71.17
29/03/2023,"Hindu Kush Region,Afghanistan",4.4,193,36.91,70.97
29/03/2023,Afghanistan-Tajikistan Border Region,4.2,154,36.5,71.0
29/03/2023,"Hindu Kush Region,Afghanistan",3.7,119,36.31,69.87
29/03/2023,Afghanistan-Tajikistan Border Region,4.0,115,36.89,71.2
29/03/2023,Afghanistan-Tajikistan Border Region,3.5,157,36.82,71.34
29/03/2023,Southeastern Afghanistan,4.9,113,34.63,70.52
28/03/2023,Kashmir-Xizang Border Region,4.9,93,36.44,76.6
27/03/2023,Tajikistan-Xinjiang Border Region,3.6,90,38.28,73.77
26/03/2023,"Hindu Kush Region,Afghanistan",4.9,150,36.12,70.04
26/03/2023,Afghanistan-Tajikistan Border Region,5.4,146,36.43,71.14
26/03/2023,Northwestern Kashmir,3.6,110,36.38,74.76
26/03/2023,"Hindu Kush Region,Afghanistan",3.7,129,36.66,70.27
26/03/2023,"Hindu Kush Region,Afghanistan",4.3,171,36.37,70.48
26/03/2023,Afghanistan-Tajikistan Border Region,3.9,170,37.2,71.66
25/03/2023,30 Km SE of Kharan,4.3,9,28.34,65.61
25/03/2023,63 Km NW of Usta Muhammad,4.6,45,28.37,67.4
25/03/2023,Iran-Iraq Border Region,4.6,10,32.61,47.95
25/03/2023,Southern Iran,4.5,16,29.38,51.46
25/03/2023,"Hindu Kush Region,Afghanistan",3.9,124,36.65,70.38
25/03/2023,Afghanistan-Tajikistan Border Region,4.4,185,36.57,71.16
25/03/2023,Afghanistan-Tajikistan Border Region,3.9,108,36.58,71.56
25/03/2023,Tajikistan-Xinjiang Border Region,4.0,121,38.29,73.88
24/03/2023,Tajikistan-Xinjiang Border Region,3.7,70,38.78,73.97
24/03/2023,Turkey Iran Border Region,5.2,64,38.57,44.79
23/03/2023,18 Km NW of Bhalwal,4.2,6,32.35,72.74
23/03/2023,Turkey,5.2,10,37.99,36.25
23/03/2023,Afghanistan-Tajikistan Border Region,4.5,92,36.73,71.38
23/03/2023,Tajikistan,4.1,171,38.52,68.45
23/03/2023,Tajikistan,5.1,122,39.47,68.81
22/03/2023,Tajikistan,6.2,58,39.63,68.85
22/03/2023,"Southern Xinjiang, China",3.5,64,39.34,97.39
22/03/2023,Tajikistan,4.0,140,37.42,72.14
